customer_id,name,email,age,city,signup_date,is_active,monthly_spend
1029,Jamie 29,user29@example.com,42,Warsaw,2022-01-30,true,60.57
1030,Robin 30,user30@example.com,58,Berlin,2022-01-31,false,32.63
1031,Robin 31,user31@example.com,46,Paris,2022-02-01,true,58.29
1032,Sam 32,user32@example.com,40,Madrid,2022-02-02,true,52.29
1033,Sam 33,user33@example.com,42,Vienna,2022-02-03,false,29.21
1034,Robin 34,user34@example.com,42,Warsaw,2022-02-04,true,41.31
1035,Alex 35,user35@example.com,39,Berlin,2022-02-05,true,32.95
1036,Alex 36,user36@example.com,45,Paris,2022-02-06,false,32.99
1037,Jamie 37,user37@example.com,41,Madrid,2022-02-07,true,36.1
1038,Alex 38,user38@example.com,45,Vienna,2022-02-08,true,48.74
1039,Robin 39,user39@example.com,30,Warsaw,2022-02-09,false,46.59
1040,Robin 40,user40@example.com,40,Berlin,2022-02-10,true,46.29
1041,Casey 41,user41@example.com,49,Paris,2022-02-11,true,75.16
1042,Robin 42,user42@example.com,54,Madrid,2022-02-12,false,62.29
1043,Alex 43,user43@example.com,52,Vienna,2022-02-13,true,43.4
1044,Jamie 44,user44@example.com,33,Warsaw,2022-02-14,true,53.48
1045,Casey 45,user45@example.com,41,Berlin,2022-02-15,false,57.58
1046,Alex 46,user46@example.com,32,Paris,2022-02-16,true,46.87
1047,Jamie 47,user47@example.com,48,Madrid,2022-02-17,true,45.24
1048,Alex 48,user48@example.com,52,Vienna,2022-02-18,false,47.73
1049,Casey 49,user49@example.com,37,Warsaw,2022-02-19,true,9.99
1050,Robin 50,user50@example.com,40,Berlin,2022-02-20,true,65.46
1051,Casey 51,user51@example.com,35,Paris,2022-02-21,false,60.05
1052,Robin 52,user52@example.com,36,Madrid,2022-02-22,true,38.25
1053,Casey 53,user53@example.com,49,Vienna,2022-02-23,true,61.57
1054,Sam 54,user54@example.com,49,Warsaw,2022-02-24,false,57.12
1055,Alex 55,user55@example.com,35,Berlin,2022-02-25,true,60.83
1056,Alex 56,user56@example.com,46,Paris,2022-02-26,true,33.9
1057,Sam 57,user57@example.com,35,Madrid,2022-02-27,false,81.9
1058,Robin 58,user58@example.com,44,Vienna,2022-02-28,true,24.42
1059,Alex 59,user59@example.com,38,Warsaw,2022-03-01,true,32.33
1060,Sam 60,user60@example.com,27,Berlin,2022-03-02,false,64.05
1061,Alex 61,user61@example.com,31,Paris,2022-03-03,true,70.84
1062,Jamie 62,user62@example.com,40,Madrid,2022-03-04,true,55.89
1063,Robin 63,user63@example.com,52,Vienna,2022-03-05,false,51.9
1064,Jamie 64,user64@example.com,36,Warsaw,2022-03-06,true,35.24
1065,Robin 65,user65@example.com,51,Berlin,2022-03-07,true,55.51
1066,Sam 66,user66@example.com,44,Paris,2022-03-08,false,37.87
1067,Robin 67,user67@example.com,26,Madrid,2022-03-09,true,40.33
1068,Robin 68,user68@example.com,37,Vienna,2022-03-10,true,53.86
1069,Sam 69,user69@example.com,39,Warsaw,2022-03-11,false,67.56
1070,Robin 70,user70@example.com,28,Berlin,2022-03-12,true,45.91
1071,Alex 71,user71@example.com,37,Paris,2022-03-13,true,56.01
1072,Casey 72,user72@example.com,50,Madrid,2022-03-14,false,41.23
1073,Sam 73,user73@example.com,44,Vienna,2022-03-15,true,31.9
1074,Casey 74,user74@example.com,48,Warsaw,2022-03-16,true,37.3
1075,Sam 75,user75@example.com,40,Berlin,2022-03-17,false,47.83
1076,Sam 76,user76@example.com,31,Paris,2022-03-18,true,57.97
1077,Jamie 77,user77@example.com,40,Madrid,2022-03-19,true,92.54
1078,Jamie 78,user78@example.com,29,Vienna,2022-03-20,false,59.55
1079,Robin 79,user79@example.com,52,Warsaw,2022-03-21,true,53.42
1080,Casey 80,user80@example.com,35,Berlin,2022-03-22,true,74.12
1081,Sam 81,user81@example.com,41,Paris,2022-03-23,false,41.37
1082,Robin 82,user82@example.com,44,Madrid,2022-03-24,true,51.1
1083,Alex 83,user83@example.com,48,Vienna,2022-03-25,true,37.65
1084,Sam 84,user84@example.com,33,Warsaw,2022-03-26,false,62.83
1085,Alex 85,user85@example.com,31,Berlin,2022-03-27,true,62.04
1086,Robin 86,user86@example.com,52,Paris,2022-03-28,true,42.85
1087,Jamie 87,user87@example.com,33,Madrid,2022-03-29,false,53.33
1088,Robin 88,user88@example.com,25,Vienna,2022-03-30,true,39.38
1089,Alex 89,user89@example.com,43,Warsaw,2022-03-31,true,47.79
1090,Sam 90,user90@example.com,34,Berlin,2022-04-01,false,29.22
1091,Casey 91,user91@example.com,36,Paris,2022-04-02,true,41.97
1092,Robin 92,user92@example.com,40,Madrid,2022-04-03,true,40.81
1093,Sam 93,user93@example.com,58,Vienna,2022-04-04,false,61.97
1094,Jamie 94,user94@example.com,38,Warsaw,2022-04-05,true,49.2
1095,Jamie 95,user95@example.com,48,Berlin,2022-04-06,true,33.96
1096,Jamie 96,user96@example.com,40,Paris,2022-04-07,false,44.15
1097,Sam 97,user97@example.com,29,Madrid,2022-04-08,true,51.51
1098,Robin 98,user98@example.com,36,Vienna,2022-04-09,true,43.87
1099,Sam 99,user99@example.com,33,Warsaw,2022-04-10,false,64.66
1100,Sam 100,user100@example.com,32,Berlin,2022-04-11,true,32.31
1101,Casey 101,user101@example.com,40,Paris,2022-04-12,true,62.12
1102,Casey 102,user102@example.com,32,Madrid,2022-04-13,false,46.24
1103,Robin 103,user103@example.com,40,Vienna,2022-04-14,true,64.82
1104,Casey 104,user104@example.com,39,Warsaw,2022-04-15,true,59.01
1105,Jamie 105,user105@example.com,46,Berlin,2022-04-16,false,48.06
1106,Casey 106,user106@example.com,26,Paris,2022-04-17,true,65.76
1107,Jamie 107,user107@example.com,30,Madrid,2022-04-18,true,44.62
1108,Robin 108,user108@example.com,30,Vienna,2022-04-19,false,44.73
1109,Sam 109,user109@example.com,36,Warsaw,2022-04-20,true,36.79
1110,Sam 110,user110@example.com,42,Berlin,2022-04-21,true,43.46
1111,Casey 111,user111@example.com,45,Paris,2022-04-22,false,52.75
1112,Jamie 112,user112@example.com,31,Madrid,2022-04-23,true,36.05
1113,Alex 113,user113@example.com,45,Vienna,2022-04-24,true,55.97
1114,Alex 114,user114@example.com,40,Warsaw,2022-04-25,false,76.7
1115,Alex 115,user115@example.com,49,Berlin,2022-04-26,true,64.39
1116,Sam 116,user116@example.com,37,Paris,2022-04-27,true,49.72
1117,Sam 117,user117@example.com,31,Madrid,2022-04-28,false,39.39
1118,Jamie 118,user118@example.com,46,Vienna,2022-04-29,true,51.09
1119,Casey 119,user119@example.com,40,Warsaw,2022-04-30,true,44.12
1120,Alex 0,user120@example.com,35,Berlin,2022-05-01,false,37.65
1121,Jamie 1,user121@example.com,43,Paris,2022-05-02,true,36.3
1122,Jamie 2,user122@example.com,36,Madrid,2022-05-03,true,58.96
1123,Casey 3,user123@example.com,33,Vienna,2022-05-04,false,74.36
1124,Jamie 4,user124@example.com,33,Warsaw,2022-05-05,true,27.57
1125,Casey 5,user125@example.com,37,Berlin,2022-05-06,true,80.43
1126,Robin 6,user126@example.com,50,Paris,2022-05-07,false,44.82
1127,Casey 7,user127@example.com,39,Madrid,2022-05-08,true,43.28
1128,Alex 8,user128@example.com,34,Vienna,2022-05-09,true,59.21
1129,Alex 9,user129@example.com,47,Warsaw,2022-05-10,false,56.94
1130,Casey 10,user130@example.com,37,Berlin,2022-05-11,true,54.0
1131,Robin 11,user131@example.com,45,Paris,2022-05-12,true,57.66
1132,Robin 12,user132@example.com,38,Madrid,2022-05-13,false,50.34
1133,Alex 13,user133@example.com,33,Vienna,2022-05-14,true,44.07
1134,Robin 14,user134@example.com,39,Warsaw,2022-05-15,true,70.11
1135,Jamie 15,user135@example.com,22,Berlin,2022-05-16,false,43.64
1136,Sam 16,user136@example.com,38,Paris,2022-05-17,true,31.17
1137,Jamie 17,user137@example.com,35,Madrid,2022-05-18,true,54.34
1138,Alex 18,user138@example.com,39,Vienna,2022-05-19,false,30.09
1139,Robin 19,user139@example.com,33,Warsaw,2022-05-20,true,39.14
1140,Casey 20,user140@example.com,28,Berlin,2022-05-21,true,65.88
1141,Sam 21,user141@example.com,32,Paris,2022-05-22,false,35.47
1142,Casey 22,user142@example.com,22,Madrid,2022-05-23,true,63.21
1143,Alex 23,user143@example.com,27,Vienna,2022-05-24,true,48.88
1144,Robin 24,user144@example.com,43,Warsaw,2022-05-25,false,62.86
1145,Casey 25,user145@example.com,34,Berlin,2022-05-26,true,47.63
1146,Casey 26,user146@example.com,35,Paris,2022-05-27,true,34.32
1147,Sam 27,user147@example.com,45,Madrid,2022-05-28,false,56.24
1148,Sam 28,user148@example.com,38,Vienna,2022-05-29,true,31.85
1149,Robin 29,user149@example.com,35,Warsaw,2022-05-30,true,30.33
1150,Sam 30,user150@example.com,42,Berlin,2022-05-31,false,38.27
1151,Casey 31,user151@example.com,40,Paris,2022-06-01,true,42.41
1152,Casey 32,user152@example.com,34,Madrid,2022-06-02,true,64.91
1153,Alex 33,user153@example.com,58,Vienna,2022-06-03,false,57.5
1154,Casey 34,user154@example.com,31,Warsaw,2022-06-04,true,63.99
1155,Robin 35,user155@example.com,29,Berlin,2022-06-05,true,53.37
1156,Jamie 36,user156@example.com,41,Paris,2022-06-06,false,45.02
1157,Alex 37,user157@example.com,40,Madrid,2022-06-07,true,71.0
1158,Alex 38,user158@example.com,38,Vienna,2022-06-08,true,56.46
1159,Robin 39,user159@example.com,48,Warsaw,2022-06-09,false,49.08
1160,Robin 40,user160@example.com,28,Berlin,2022-06-10,true,37.73
1161,Sam 41,user161@example.com,57,Paris,2022-06-11,true,41.76
1162,Alex 42,user162@example.com,39,Madrid,2022-06-12,false,17.39
1163,Sam 43,user163@example.com,55,Vienna,2022-06-13,true,31.99
1164,Casey 44,user164@example.com,42,Warsaw,2022-06-14,true,49.7
1165,Alex 45,user165@example.com,41,Berlin,2022-06-15,false,45.67
1166,Alex 46,user166@example.com,29,Paris,2022-06-16,true,66.43
1167,Jamie 47,user167@example.com,40,Madrid,2022-06-17,true,39.44
1168,Alex 48,user168@example.com,38,Vienna,2022-06-18,false,57.74
1169,Casey 49,user169@example.com,35,Warsaw,2022-06-19,true,68.92
1170,Sam 50,user170@example.com,47,Berlin,2022-06-20,true,12.27
1171,Sam 51,user171@example.com,22,Paris,2022-06-21,false,49.68
1172,Jamie 52,user172@example.com,45,Madrid,2022-06-22,true,23.93
1173,Casey 53,user173@example.com,43,Vienna,2022-06-23,true,58.38
1174,Sam 54,user174@example.com,32,Warsaw,2022-06-24,false,72.25
1175,Robin 55,user175@example.com,37,Berlin,2022-06-25,true,13.63
1176,Casey 56,user176@example.com,30,Paris,2022-06-26,true,68.66
1177,Casey 57,user177@example.com,33,Madrid,2022-06-27,false,60.93
1178,Jamie 58,user178@example.com,41,Vienna,2022-06-28,true,72.82
1179,Sam 59,user179@example.com,32,Warsaw,2022-06-29,true,55.73
1180,Casey 60,user180@example.com,45,Berlin,2022-06-30,false,68.25
1181,Sam 61,user181@example.com,36,Paris,2022-07-01,true,48.97
1182,Robin 62,user182@example.com,32,Madrid,2022-07-02,true,39.0
1183,Jamie 63,user183@example.com,35,Vienna,2022-07-03,false,40.92
1184,Robin 64,user184@example.com,37,Warsaw,2022-07-04,true,62.92
1185,Jamie 65,user185@example.com,38,Berlin,2022-07-05,true,42.68
1186,Casey 66,user186@example.com,43,Paris,2022-07-06,false,53.46
1187,Jamie 67,user187@example.com,39,Madrid,2022-07-07,true,27.66
1188,Alex 68,user188@example.com,40,Vienna,2022-07-08,true,70.04
1189,Sam 69,user189@example.com,28,Warsaw,2022-07-09,false,56.84
1190,Sam 70,user190@example.com,39,Berlin,2022-07-10,true,43.2
1191,Alex 71,user191@example.com,43,Paris,2022-07-11,true,61.56
1192,Robin 72,user192@example.com,40,Madrid,2022-07-12,false,36.14
1193,Alex 73,user193@example.com,50,Vienna,2022-07-13,true,44.72
1194,Casey 74,user194@example.com,44,Warsaw,2022-07-14,true,49.63
1195,Casey 75,user195@example.com,46,Berlin,2022-07-15,false,79.3
1196,Sam 76,user196@example.com,36,Paris,2022-07-16,true,69.87
1197,Casey 77,user197@example.com,31,Madrid,2022-07-17,true,45.48
1198,Sam 78,user198@example.com,46,Vienna,2022-07-18,false,53.62
1199,Alex 79,user199@example.com,41,Warsaw,2022-07-19,true,55.01
1200,Alex 80,user200@example.com,36,Berlin,2022-07-20,true,32.72
1201,Alex 81,user201@example.com,55,Paris,2022-07-21,false,21.36
1202,Sam 82,user202@example.com,45,Madrid,2022-07-22,true,41.9
1203,Alex 83,user203@example.com,42,Vienna,2022-07-23,true,70.36
1204,Alex 84,user204@example.com,38,Warsaw,2022-07-24,false,45.87
1205,Robin 85,user205@example.com,54,Berlin,2022-07-25,true,43.29
1206,Alex 86,user206@example.com,27,Paris,2022-07-26,true,48.39
1207,Casey 87,user207@example.com,32,Madrid,2022-07-27,false,43.9
1208,Sam 88,user208@example.com,41,Vienna,2022-07-28,true,29.92
1209,Robin 89,user209@example.com,43,Warsaw,2022-07-29,true,42.21
1210,Jamie 90,user210@example.com,40,Berlin,2022-07-30,false,46.29
1211,Sam 91,user211@example.com,44,Paris,2022-07-31,true,56.91
1212,Casey 92,user212@example.com,39,Madrid,2022-08-01,true,39.38
1213,Sam 93,user213@example.com,44,Vienna,2022-08-02,false,15.22
1214,Casey 94,user214@example.com,53,Warsaw,2022-08-03,true,83.1
1215,Casey 95,user215@example.com,45,Berlin,2022-08-04,true,49.41
1216,Jamie 96,user216@example.com,27,Paris,2022-08-05,false,68.61
1217,Sam 97,user217@example.com,31,Madrid,2022-08-06,true,62.38
1218,Jamie 98,user218@example.com,47,Vienna,2022-08-07,true,47.13
1219,Jamie 99,user219@example.com,35,Warsaw,2022-08-08,false,49.85
1220,Sam 100,user220@example.com,33,Berlin,2022-08-09,true,36.68
1221,Alex 101,user221@example.com,41,Paris,2022-08-10,true,84.37
1222,Alex 102,user222@example.com,34,Madrid,2022-08-11,false,36.06
1223,Jamie 103,user223@example.com,43,Vienna,2022-08-12,true,71.44
1224,Robin 104,user224@example.com,31,Warsaw,2022-08-13,true,74.69
1225,Jamie 105,user225@example.com,37,Berlin,2022-08-14,false,114.72
1226,Jamie 106,user226@example.com,26,Paris,2022-08-15,true,57.06
1227,Jamie 107,user227@example.com,30,Madrid,2022-08-16,true,60.39
1228,Alex 108,user228@example.com,38,Vienna,2022-08-17,false,54.24
1229,Alex 109,user229@example.com,29,Warsaw,2022-08-18,true,32.65
1230,Alex 110,user230@example.com,45,Berlin,2022-08-19,true,26.19
1231,Jamie 111,user231@example.com,40,Paris,2022-08-20,false,43.92
1232,Robin 112,user232@example.com,32,Madrid,2022-08-21,true,28.21
1233,Alex 113,user233@example.com,25,Vienna,2022-08-22,true,46.33
1234,Sam 114,user234@example.com,38,Warsaw,2022-08-23,false,64.84
1235,Sam 115,user235@example.com,39,Berlin,2022-08-24,true,35.41
1236,Sam 116,user236@example.com,41,Paris,2022-08-25,true,42.89
1237,Casey 117,user237@example.com,25,Madrid,2022-08-26,false,45.02
1238,Jamie 118,user238@example.com,27,Vienna,2022-08-27,true,59.7
1239,Sam 119,user239@example.com,33,Warsaw,2022-08-28,true,70.91
1240,Jamie 0,user240@example.com,44,Berlin,2022-08-29,false,27.07
1241,Sam 1,user241@example.com,48,Paris,2022-08-30,true,27.14
1242,Robin 2,user242@example.com,33,Madrid,2022-08-31,true,49.19
1243,Jamie 3,user243@example.com,42,Vienna,2022-09-01,false,45.59
1244,Sam 4,user244@example.com,48,Warsaw,2022-09-02,true,34.26
1245,Alex 5,user245@example.com,39,Berlin,2022-09-03,true,68.01
1246,Jamie 6,user246@example.com,48,Paris,2022-09-04,false,70.23
1247,Casey 7,user247@example.com,22,Madrid,2022-09-05,true,46.09
1248,Alex 8,user248@example.com,31,Vienna,2022-09-06,true,50.39
1249,Alex 9,user249@example.com,41,Warsaw,2022-09-07,false,23.75
1250,Casey 10,user250@example.com,38,Berlin,2022-09-08,true,51.11
1251,Alex 11,user251@example.com,43,Paris,2022-09-09,true,61.03
1252,Alex 12,user252@example.com,44,Madrid,2022-09-10,false,75.66
1253,Sam 13,user253@example.com,46,Vienna,2022-09-11,true,44.36
1254,Sam 14,user254@example.com,28,Warsaw,2022-09-12,true,58.11
1255,Jamie 15,user255@example.com,40,Berlin,2022-09-13,false,44.41
1256,Jamie 16,user256@example.com,29,Paris,2022-09-14,true,41.51
1257,Jamie 17,user257@example.com,47,Madrid,2022-09-15,true,32.45
1258,Sam 18,user258@example.com,43,Vienna,2022-09-16,false,26.07
1259,Jamie 19,user259@example.com,40,Warsaw,2022-09-17,true,59.37
1260,Alex 20,user260@example.com,39,Berlin,2022-09-18,true,53.12
1261,Sam 21,user261@example.com,43,Paris,2022-09-19,false,32.54
1262,Jamie 22,user262@example.com,42,Madrid,2022-09-20,true,42.22
1263,Alex 23,user263@example.com,24,Vienna,2022-09-21,true,54.36
1264,Jamie 24,user264@example.com,40,Warsaw,2022-09-22,false,56.35
1265,Robin 25,user265@example.com,39,Berlin,2022-09-23,true,69.42
1266,Jamie 26,user266@example.com,46,Paris,2022-09-24,true,53.43
1267,Robin 27,user267@example.com,33,Madrid,2022-09-25,false,46.48
1268,Jamie 28,user268@example.com,49,Vienna,2022-09-26,true,35.66
1269,Casey 29,user269@example.com,43,Warsaw,2022-09-27,true,51.76
1270,Jamie 30,user270@example.com,33,Berlin,2022-09-28,false,71.66
1271,Sam 31,user271@example.com,33,Paris,2022-09-29,true,40.51
1272,Sam 32,user272@example.com,37,Madrid,2022-09-30,true,42.3
1273,Robin 33,user273@example.com,40,Vienna,2022-10-01,false,49.23
1274,Sam 34,user274@example.com,39,Warsaw,2022-10-02,true,57.66
1275,Alex 35,user275@example.com,44,Berlin,2022-10-03,true,54.46
1276,Casey 36,user276@example.com,36,Paris,2022-10-04,false,32.9
1277,Casey 37,user277@example.com,56,Madrid,2022-10-05,true,55.64
1278,Alex 38,user278@example.com,38,Vienna,2022-10-06,true,53.21
1279,Robin 39,user279@example.com,40,Warsaw,2022-10-07,false,44.26
1280,Alex 40,user280@example.com,30,Berlin,2022-10-08,true,73.38
1281,Alex 41,user281@example.com,29,Paris,2022-10-09,true,35.27
1282,Casey 42,user282@example.com,38,Madrid,2022-10-10,false,75.93
1283,Jamie 43,user283@example.com,33,Vienna,2022-10-11,true,27.03
1284,Casey 44,user284@example.com,48,Warsaw,2022-10-12,true,37.03
1285,Casey 45,user285@example.com,40,Berlin,2022-10-13,false,57.68
1286,Sam 46,user286@example.com,42,Paris,2022-10-14,true,39.59
1287,Alex 47,user287@example.com,55,Madrid,2022-10-15,true,60.55
1288,Casey 48,user288@example.com,54,Vienna,2022-10-16,false,59.32
1289,Alex 49,user289@example.com,52,Warsaw,2022-10-17,true,55.25
1290,Sam 50,user290@example.com,37,Berlin,2022-10-18,true,47.13
1291,Alex 51,user291@example.com,36,Paris,2022-10-19,false,56.22
1292,Casey 52,user292@example.com,46,Madrid,2022-10-20,true,47.02
1293,Alex 53,user293@example.com,37,Vienna,2022-10-21,true,36.78
1294,Sam 54,user294@example.com,37,Warsaw,2022-10-22,false,52.55
1295,Jamie 55,user295@example.com,32,Berlin,2022-10-23,true,53.33
1296,Alex 56,user296@example.com,31,Paris,2022-10-24,true,64.73
1297,Casey 57,user297@example.com,40,Madrid,2022-10-25,false,41.59
1298,Sam 58,user298@example.com,35,Vienna,2022-10-26,true,62.34
1299,Casey 59,user299@example.com,41,Warsaw,2022-10-27,true,27.92
1300,Casey 60,user300@example.com,43,Berlin,2022-10-28,false,29.65
1301,Alex 61,user301@example.com,50,Paris,2022-10-29,true,54.0
1302,Casey 62,user302@example.com,39,Madrid,2022-10-30,true,52.44
1303,Alex 63,user303@example.com,35,Vienna,2022-10-31,false,48.36
1304,Jamie 64,user304@example.com,52,Warsaw,2022-11-01,true,51.83
1305,Casey 65,user305@example.com,45,Berlin,2022-11-02,true,58.34
1306,Casey 66,user306@example.com,44,Paris,2022-11-03,false,69.12
1307,Casey 67,user307@example.com,34,Madrid,2022-11-04,true,42.46
1308,Robin 68,user308@example.com,41,Vienna,2022-11-05,true,27.01
1309,Robin 69,user309@example.com,33,Warsaw,2022-11-06,false,62.04
1310,Sam 70,user310@example.com,52,Berlin,2022-11-07,true,50.59
1311,Robin 71,user311@example.com,40,Paris,2022-11-08,true,57.62
1312,Sam 72,user312@example.com,45,Madrid,2022-11-09,false,51.55
1313,Robin 73,user313@example.com,31,Vienna,2022-11-10,true,71.35
1314,Jamie 74,user314@example.com,31,Warsaw,2022-11-11,true,46.13
1315,Sam 75,user315@example.com,26,Berlin,2022-11-12,false,46.23
1316,Robin 76,user316@example.com,31,Paris,2022-11-13,true,59.15
1317,Jamie 77,user317@example.com,43,Madrid,2022-11-14,true,34.9
1318,Robin 78,user318@example.com,33,Vienna,2022-11-15,false,29.33
1319,Alex 79,user319@example.com,51,Warsaw,2022-11-16,true,45.24
1320,Alex 80,user320@example.com,26,Berlin,2022-11-17,true,28.72
1321,Jamie 81,user321@example.com,52,Paris,2022-11-18,false,39.15
1322,Casey 82,user322@example.com,55,Madrid,2022-11-19,true,49.78
1323,Casey 83,user323@example.com,23,Vienna,2022-11-20,true,50.81
1324,Alex 84,user324@example.com,40,Warsaw,2022-11-21,false,38.26
1325,Alex 85,user325@example.com,47,Berlin,2022-11-22,true,65.58
1326,Casey 86,user326@example.com,45,Paris,2022-11-23,true,58.55
1327,Sam 87,user327@example.com,33,Madrid,2022-11-24,false,70.58
1328,Casey 88,user328@example.com,36,Vienna,2022-11-25,true,35.97
1329,Robin 89,user329@example.com,48,Warsaw,2022-11-26,true,47.91
1330,Sam 90,user330@example.com,46,Berlin,2022-11-27,false,68.0
1331,Robin 91,user331@example.com,35,Paris,2022-11-28,true,44.57
1332,Alex 92,user332@example.com,54,Madrid,2022-11-29,true,54.05
1333,Sam 93,user333@example.com,38,Vienna,2022-11-30,false,32.61
1334,Robin 94,user334@example.com,37,Warsaw,2022-12-01,true,80.24
1335,Robin 95,user335@example.com,36,Berlin,2022-12-02,true,53.89
1336,Sam 96,user336@example.com,44,Paris,2022-12-03,false,64.29
1337,Jamie 97,user337@example.com,39,Madrid,2022-12-04,true,54.01
1338,Casey 98,user338@example.com,47,Vienna,2022-12-05,true,32.6
1339,Robin 99,user339@example.com,38,Warsaw,2022-12-06,false,67.78
1340,Casey 100,user340@example.com,52,Berlin,2022-12-07,true,46.5
1341,Casey 101,user341@example.com,49,Paris,2022-12-08,true,54.39
1342,Alex 102,user342@example.com,54,Madrid,2022-12-09,false,51.22
1343,Casey 103,user343@example.com,50,Vienna,2022-12-10,true,71.91
1344,Robin 104,user344@example.com,44,Warsaw,2022-12-11,true,65.75
1345,Alex 105,user345@example.com,40,Berlin,2022-12-12,false,62.01
1346,Sam 106,user346@example.com,54,Paris,2022-12-13,true,50.34
1347,Robin 107,user347@example.com,24,Madrid,2022-12-14,true,41.98
1348,Alex 108,user348@example.com,52,Vienna,2022-12-15,false,41.83
1349,Alex 109,user349@example.com,46,Warsaw,2022-12-16,true,60.92
1350,Casey 110,user350@example.com,38,Berlin,2022-12-17,true,32.37
1351,Sam 111,user351@example.com,51,Paris,2022-12-18,false,27.92
1352,Robin 112,user352@example.com,37,Madrid,2022-12-19,true,33.17
1353,Robin 113,user353@example.com,41,Vienna,2022-12-20,true,11.32
1354,Casey 114,user354@example.com,34,Warsaw,2022-12-21,false,40.57
1355,Sam 115,user355@example.com,50,Berlin,2022-12-22,true,51.28
1356,Robin 116,user356@example.com,22,Paris,2022-12-23,true,65.76
1357,Sam 117,user357@example.com,35,Madrid,2022-12-24,false,67.84
1358,Robin 118,user358@example.com,28,Vienna,2022-12-25,true,53.86
1359,Casey 119,user359@example.com,28,Warsaw,2022-12-26,true,48.57
1360,Jamie 0,user360@example.com,30,Berlin,2022-12-27,false,57.95
1361,Robin 1,user361@example.com,40,Paris,2022-12-28,true,75.33
1362,Alex 2,user362@example.com,35,Madrid,2022-12-29,true,59.84
1363,Alex 3,user363@example.com,36,Vienna,2022-12-30,false,41.41
1364,Jamie 4,user364@example.com,37,Warsaw,2022-12-31,true,44.43
1365,Robin 5,user365@example.com,33,Berlin,2023-01-01,true,64.05
1366,Alex 6,user366@example.com,40,Paris,2023-01-02,false,56.79
1367,Alex 7,user367@example.com,43,Madrid,2023-01-03,true,34.43
1368,Robin 8,user368@example.com,53,Vienna,2023-01-04,true,71.07
1369,Sam 9,user369@example.com,38,Warsaw,2023-01-05,false,54.94
1370,Robin 10,user370@example.com,38,Berlin,2023-01-06,true,43.28
1371,Sam 11,user371@example.com,36,Paris,2023-01-07,true,79.1
1372,Jamie 12,user372@example.com,43,Madrid,2023-01-08,false,70.92
1373,Casey 13,user373@example.com,45,Vienna,2023-01-09,true,56.48
1374,Jamie 14,user374@example.com,46,Warsaw,2023-01-10,true,46.09
1375,Casey 15,user375@example.com,41,Berlin,2023-01-11,false,76.6
1376,Alex 16,user376@example.com,47,Paris,2023-01-12,true,36.01
1377,Alex 17,user377@example.com,42,Madrid,2023-01-13,true,55.85
1378,Alex 18,user378@example.com,34,Vienna,2023-01-14,false,15.1
1379,Sam 19,user379@example.com,42,Warsaw,2023-01-15,true,63.88
1380,Casey 20,user380@example.com,29,Berlin,2023-01-16,true,44.88
1381,Alex 21,user381@example.com,46,Paris,2023-01-17,false,58.18
1382,Robin 22,user382@example.com,42,Madrid,2023-01-18,true,44.89
1383,Casey 23,user383@example.com,44,Vienna,2023-01-19,true,36.59
1384,Casey 24,user384@example.com,33,Warsaw,2023-01-20,false,53.46
